frame.number,frame.time,eth.src,eth.dst,ip.src,ip.dst,ip.proto
"6088","Oct  7, 2020 21:55:11.817496000 Eastern Daylight Time","e0:89:7e:6c:25:34","33:33:00:00:00:fb",,,
"6089","Oct  7, 2020 21:55:11.987894000 Eastern Daylight Time","e0:89:7e:6c:25:34","01:00:5e:00:00:fb","192.168.11.129","224.0.0.251","17"
"6090","Oct  7, 2020 21:55:11.991342000 Eastern Daylight Time","e0:89:7e:6c:25:34","33:33:00:00:00:fb",,,
"6091","Oct  7, 2020 21:55:11.997012000 Eastern Daylight Time","e0:89:7e:6c:25:34","01:00:5e:00:00:fb","192.168.11.129","224.0.0.251","17"
"6092","Oct  7, 2020 21:55:12.000657000 Eastern Daylight Time","e0:89:7e:6c:25:34","33:33:00:00:00:fb",,,
"6093","Oct  7, 2020 21:55:12.191750000 Eastern Daylight Time","e0:89:7e:6c:25:34","01:00:5e:00:00:fb","192.168.11.129","224.0.0.251","17"
"6094","Oct  7, 2020 21:55:12.195827000 Eastern Daylight Time","e0:89:7e:6c:25:34","33:33:00:00:00:fb",,,
"6095","Oct  7, 2020 21:55:12.611573000 Eastern Daylight Time","e0:89:7e:6c:25:34","01:00:5e:00:00:fb","192.168.11.129","224.0.0.251","17"
"6096","Oct  7, 2020 21:55:12.624842000 Eastern Daylight Time","e0:89:7e:6c:25:34","33:33:00:00:00:fb",,,
"6097","Oct  7, 2020 21:55:13.215773000 Eastern Daylight Time","e0:89:7e:6c:25:34","01:00:5e:00:00:fb","192.168.11.129","224.0.0.251","17"
"6098","Oct  7, 2020 21:55:13.218104000 Eastern Daylight Time","e0:89:7e:6c:25:34","33:33:00:00:00:fb",,,
"6099","Oct  7, 2020 21:55:13.222426000 Eastern Daylight Time","84:0d:8e:6b:c0:3d","ff:ff:ff:ff:ff:ff","192.168.11.121","255.255.255.255","17"
"6100","Oct  7, 2020 21:55:14.045533000 Eastern Daylight Time","e0:89:7e:6c:25:34","01:00:5e:00:00:fb","192.168.11.129","224.0.0.251","17"
"6101","Oct  7, 2020 21:55:14.058565000 Eastern Daylight Time","e0:89:7e:6c:25:34","33:33:00:00:00:fb",,,
"6102","Oct  7, 2020 21:55:14.061995000 Eastern Daylight Time","e0:89:7e:6c:25:34","01:00:5e:00:00:fb","192.168.11.129","224.0.0.251","17"
"6103","Oct  7, 2020 21:55:14.070277000 Eastern Daylight Time","e0:89:7e:6c:25:34","33:33:00:00:00:fb",,,
"6104","Oct  7, 2020 21:55:14.445008000 Eastern Daylight Time","60:01:94:cb:ad:26","ff:ff:ff:ff:ff:ff","192.168.11.137","255.255.255.255","17"
"6105","Oct  7, 2020 21:55:14.854653000 Eastern Daylight Time","e0:89:7e:6c:25:34","01:00:5e:00:00:fb","192.168.11.129","224.0.0.251","17"
